Musical,Song,Text
Sunday in the Park with George,The Day Off,Who the hell you think you're drawing?
Sunday in the Park with George,The Day Off,Me?
Sunday in the Park with George,The Day Off,You don't know me!
Sunday in the Park with George,The Day Off,Go on drawing
Sunday in the Park with George,The Day Off,Since you're drawing only what you want to see
Sunday in the Park with George,The Day Off,Anyway!
Sunday in the Park with George,The Day Off,"One eye, no illusion—"
Sunday in the Park with George,The Day Off,That you get with two
Sunday in the Park with George,The Day Off,One for what is true
Sunday in the Park with George,The Day Off,One for what suits you
Sunday in the Park with George,The Day Off,Draw your wrong conclusion
Sunday in the Park with George,The Day Off,All you artists do
Sunday in the Park with George,The Day Off,I see what is true...
Sunday in the Park with George,The Day Off,Taking the day on Sunday
Sunday in the Park with George,The Day Off,After another week is dead
Sunday in the Park with George,The Day Off,Nurse!
Sunday in the Park with George,The Day Off,Getting away on Sunday
Sunday in the Park with George,The Day Off,Brightens the dreary week ahead
Sunday in the Park with George,The Day Off,Nurse!
Sunday in the Park with George,The Day Off,Leaving the city pressure
Sunday in the Park with George,The Day Off,Behind you
Sunday in the Park with George,The Day Off,Off where the air is fresher
Sunday in the Park with George,The Day Off,"Where green, blue"
Sunday in the Park with George,The Day Off,Blind you—
Sunday in the Park with George,Everybody Loves Louis,"Hello, George..."
Sunday in the Park with George,Everybody Loves Louis,"Where did you go, George?"
Sunday in the Park with George,Everybody Loves Louis,"I know you're near, George"
Sunday in the Park with George,Everybody Loves Louis,"I caught your eyes, George"
Sunday in the Park with George,Everybody Loves Louis,"I want your ear, George"
Sunday in the Park with George,Everybody Loves Louis,"I've a surprise, George..."
Sunday in the Park with George,Everybody Loves Louis,Everybody loves Louis
Sunday in the Park with George,Everybody Loves Louis,Louis's simple and kind
Sunday in the Park with George,Everybody Loves Louis,Everybody loves Louis
Sunday in the Park with George,Everybody Loves Louis,Louis's lovable
Sunday in the Park with George,Everybody Loves Louis,"Seems we never know, do we"
Sunday in the Park with George,Everybody Loves Louis,Who we're going to find?
Sunday in the Park with George,Everybody Loves Louis,And Louis the baker—
Sunday in the Park with George,Everybody Loves Louis,Is not what I had in mind
Sunday in the Park with George,Everybody Loves Louis,But...
Sunday in the Park with George,Everybody Loves Louis,Louis's really an artist
Sunday in the Park with George,Everybody Loves Louis,Louis's cakes are an art
Sunday in the Park with George,Everybody Loves Louis,Louis isn't the smartest—
Sunday in the Park with George,Everybody Loves Louis,Louis's popular
Sunday in the Park with George,Everybody Loves Louis,Everybody loves Louis
Sunday in the Park with George,Everybody Loves Louis,Louis bakes from the heart...
Sunday in the Park with George,Everybody Loves Louis,"The bread, George"
Sunday in the Park with George,Everybody Loves Louis,"I mean the bread, George"
Sunday in the Park with George,Everybody Loves Louis,"And then in bed, George..."
Sunday in the Park with George,Everybody Loves Louis,I mean he kneads me—
Sunday in the Park with George,Everybody Loves Louis,"I mean like dough, George..."
Sunday in the Park with George,Everybody Loves Louis,"Hello, George..."
Sunday in the Park with George,Everybody Loves Louis,Louis's always so pleasant
Sunday in the Park with George,Everybody Loves Louis,Louis's always so fair
Sunday in the Park with George,Everybody Loves Louis,Louis makes you feel present
Sunday in the Park with George,Everybody Loves Louis,Louis's generous
Sunday in the Park with George,Everybody Loves Louis,That's the thing about Louis
Sunday in the Park with George,Everybody Loves Louis,Louis is always there
Sunday in the Park with George,Everybody Loves Louis,Louis's thoughts are not hard to follow
Sunday in the Park with George,Everybody Loves Louis,Louis's art is not hard to swallow
Sunday in the Park with George,Everybody Loves Louis,Not that Louis's perfection—
Sunday in the Park with George,Everybody Loves Louis,That's what makes him ideal
Sunday in the Park with George,Everybody Loves Louis,Hardly anything worth objection
Sunday in the Park with George,Everybody Loves Louis,Louis drinks a bit
Sunday in the Park with George,Everybody Loves Louis,Louis blinks a bit
Sunday in the Park with George,Everybody Loves Louis,Louis makes a connection
Sunday in the Park with George,Everybody Loves Louis,That's the thing that you feel...
Sunday in the Park with George,Everybody Loves Louis,We lose things
Sunday in the Park with George,Everybody Loves Louis,And then we choose things
Sunday in the Park with George,Everybody Loves Louis,And there are Louis's
Sunday in the Park with George,Everybody Loves Louis,And there are Georges—
Sunday in the Park with George,Everybody Loves Louis,"Well, Louis's"
Sunday in the Park with George,Everybody Loves Louis,And George
Sunday in the Park with George,Everybody Loves Louis,But George has George
Sunday in the Park with George,Everybody Loves Louis,And I need someone—
Sunday in the Park with George,Everybody Loves Louis,Louis...
Sunday in the Park with George,Everybody Loves Louis,Everybody loves Louis
Sunday in the Park with George,Everybody Loves Louis,Him as well as his cakes
Sunday in the Park with George,Everybody Loves Louis,Everybody loves Louis
Sunday in the Park with George,Everybody Loves Louis,"Me included, George"
Sunday in the Park with George,Everybody Loves Louis,Not afraid to be gooey
Sunday in the Park with George,Everybody Loves Louis,Louis sells what he makes
Sunday in the Park with George,Everybody Loves Louis,Everybody gets along him
Sunday in the Park with George,Everybody Loves Louis,That's the trouble
Sunday in the Park with George,Everybody Loves Louis,Nothing's wrong with him
Sunday in the Park with George,Everybody Loves Louis,Louis has to bake his way
Sunday in the Park with George,Everybody Loves Louis,George can only bake his
Sunday in the Park with George,Everybody Loves Louis,Louis it is!
Sunday in the Park with George,Finishing the Hat,Mademoiselles...
Sunday in the Park with George,Finishing the Hat,"You and me, pal..."
Sunday in the Park with George,Finishing the Hat,Second bottle...
Sunday in the Park with George,Finishing the Hat,"Ah, she looks for me..."
Sunday in the Park with George,Finishing the Hat,Bonnet flapping...
Sunday in the Park with George,Finishing the Hat,Yapping...
Sunday in the Park with George,Finishing the Hat,Ruff!...
Sunday in the Park with George,Finishing the Hat,Chicken...
Sunday in the Park with George,Finishing the Hat,Pastry...
Sunday in the Park with George,Finishing the Hat,"Yes, she looks for me"
Sunday in the Park with George,Finishing the Hat,Good
Sunday in the Park with George,Finishing the Hat,Let her look for me to tell me why she left me—
Sunday in the Park with George,Finishing the Hat,As I always knew she would
Sunday in the Park with George,Finishing the Hat,I had thought she understood
Sunday in the Park with George,Finishing the Hat,They have never understood
Sunday in the Park with George,Finishing the Hat,And no reason that they should
Sunday in the Park with George,Finishing the Hat,But if anybody could...
Sunday in the Park with George,Finishing the Hat,Finishing the hat
Sunday in the Park with George,Finishing the Hat,How you have to finish the hat
Sunday in the Park with George,Finishing the Hat,How you watch the rest of the world
Sunday in the Park with George,Finishing the Hat,From a window
Sunday in the Park with George,Finishing the Hat,While you finish the hat
Sunday in the Park with George,Finishing the Hat,Mapping out a sky
Sunday in the Park with George,Finishing the Hat,"What you feel like, planning a sky"
Sunday in the Park with George,Finishing the Hat,What you feel when voices that come
Sunday in the Park with George,Finishing the Hat,Through the window
Sunday in the Park with George,Finishing the Hat,Go
Sunday in the Park with George,Finishing the Hat,Until they distance and die
Sunday in the Park with George,Finishing the Hat,Until there's nothing but sky
Sunday in the Park with George,Finishing the Hat,And how you're always turning back too late
Sunday in the Park with George,Finishing the Hat,From the grass or the stick
Sunday in the Park with George,Finishing the Hat,Or the dog or the light
Sunday in the Park with George,Finishing the Hat,How the kind of woman willing to wait's
Sunday in the Park with George,Finishing the Hat,Not the kind that you want to find waiting
Sunday in the Park with George,Finishing the Hat,To return you to the night
Sunday in the Park with George,Finishing the Hat,Dizzy from the height
Sunday in the Park with George,Finishing the Hat,Coming from the hat
Sunday in the Park with George,Finishing the Hat,Studying the hat
Sunday in the Park with George,Finishing the Hat,Entering the world of the hat
Sunday in the Park with George,Finishing the Hat,Reaching through the world of the hat
Sunday in the Park with George,Finishing the Hat,Like a window
Sunday in the Park with George,Finishing the Hat,Back to this one from that
Sunday in the Park with George,Finishing the Hat,Studying a face
Sunday in the Park with George,Finishing the Hat,Stepping back to look at a face
Sunday in the Park with George,Finishing the Hat,Leaves a little space in the way like a window
Sunday in the Park with George,Finishing the Hat,But to see—
Sunday in the Park with George,Finishing the Hat,It's the only way to see
Sunday in the Park with George,Finishing the Hat,And when the woman that you wanted goes
Sunday in the Park with George,Finishing the Hat,"You can say to yourself, ""Well, I give what I give"""
Sunday in the Park with George,Finishing the Hat,But the woman who won't wait for you knows
Sunday in the Park with George,Finishing the Hat,That however you live
Sunday in the Park with George,Finishing the Hat,There's a part of you always standing by
Sunday in the Park with George,Finishing the Hat,Mapping out the sky
Sunday in the Park with George,Finishing the Hat,Finishing a hat
Sunday in the Park with George,Finishing the Hat,Starting on a hat
Sunday in the Park with George,Finishing the Hat,Finishing a hat...
Sunday in the Park with George,Finishing the Hat,"Look, I made a hat..."
Sunday in the Park with George,Finishing the Hat,Where there never was a hat
Sunday in the Park with George,We Do Not Belong Together,"Yes, George, run to your work"
Sunday in the Park with George,We Do Not Belong Together,Hide behind your painting
Sunday in the Park with George,We Do Not Belong Together,I've come to tell you I am leaving because I thought you might care to know
Sunday in the Park with George,We Do Not Belong Together,"Foolish of me, because you care about nothing"
Sunday in the Park with George,We Do Not Belong Together,I care about many things—
Sunday in the Park with George,We Do Not Belong Together,Things—not people
Sunday in the Park with George,We Do Not Belong Together,"People, too"
Sunday in the Park with George,We Do Not Belong Together,I cannot divide my feelings up as neatly as you
Sunday in the Park with George,We Do Not Belong Together,And I am not hiding behind my canvas—I am living in it
Sunday in the Park with George,We Do Not Belong Together,What you care for is yourself
Sunday in the Park with George,We Do Not Belong Together,I care for this painting
Sunday in the Park with George,We Do Not Belong Together,You will be in this painting
Sunday in the Park with George,We Do Not Belong Together,I am something you can use
Sunday in the Park with George,We Do Not Belong Together,I had thought you understood
Sunday in the Park with George,We Do Not Belong Together,It's because I understand that I left
Sunday in the Park with George,We Do Not Belong Together,That I am leaving
Sunday in the Park with George,We Do Not Belong Together,Then there's nothing I can say
Sunday in the Park with George,We Do Not Belong Together,Is there?
Sunday in the Park with George,We Do Not Belong Together,"Yes. George, there is:"
Sunday in the Park with George,We Do Not Belong Together,You could tell me not to go
Sunday in the Park with George,We Do Not Belong Together,Say it to me
Sunday in the Park with George,We Do Not Belong Together,Tell me not to go
Sunday in the Park with George,We Do Not Belong Together,Tell me that you're hurt
Sunday in the Park with George,We Do Not Belong Together,Tell me you're relieved
Sunday in the Park with George,We Do Not Belong Together,Tell me that you're bored—
Sunday in the Park with George,We Do Not Belong Together,"Anything, but don't assume I know"
Sunday in the Park with George,We Do Not Belong Together,Tell me what you feel!
Sunday in the Park with George,We Do Not Belong Together,What I feel?
Sunday in the Park with George,We Do Not Belong Together,You know exactly how I feel
Sunday in the Park with George,We Do Not Belong Together,Why do you insist
Sunday in the Park with George,We Do Not Belong Together,You must hear the words
Sunday in the Park with George,We Do Not Belong Together,When you know I cannot give you words?
Sunday in the Park with George,We Do Not Belong Together,Not the ones you need
Sunday in the Park with George,We Do Not Belong Together,There's nothing to say
Sunday in the Park with George,We Do Not Belong Together,I cannot be what you want
Sunday in the Park with George,We Do Not Belong Together,"What do you want, George?"
Sunday in the Park with George,We Do Not Belong Together,I needed you and you left
Sunday in the Park with George,We Do Not Belong Together,There was no room for me-
Sunday in the Park with George,We Do Not Belong Together,You will not accept who I am
Sunday in the Park with George,We Do Not Belong Together,I am what I do—
Sunday in the Park with George,We Do Not Belong Together,Which you knew
Sunday in the Park with George,We Do Not Belong Together,Which you always knew
Sunday in the Park with George,We Do Not Belong Together,Which I thought you were a part of!
Sunday in the Park with George,We Do Not Belong Together,No
Sunday in the Park with George,We Do Not Belong Together,"You are complete, George"
Sunday in the Park with George,We Do Not Belong Together,You are your own
Sunday in the Park with George,We Do Not Belong Together,We do not belong together
Sunday in the Park with George,We Do Not Belong Together,"You are complete, George"
Sunday in the Park with George,We Do Not Belong Together,You all alone
Sunday in the Park with George,We Do Not Belong Together,I am unfinished
Sunday in the Park with George,We Do Not Belong Together,I am diminished
Sunday in the Park with George,We Do Not Belong Together,With or without you
Sunday in the Park with George,We Do Not Belong Together,We do not belong together
Sunday in the Park with George,We Do Not Belong Together,And we should have belonged together
Sunday in the Park with George,We Do Not Belong Together,What made it so right together
Sunday in the Park with George,We Do Not Belong Together,Is what made it all wrong
Sunday in the Park with George,We Do Not Belong Together,"No one is you, George"
Sunday in the Park with George,We Do Not Belong Together,There we agree
Sunday in the Park with George,We Do Not Belong Together,"But others will do, George"
Sunday in the Park with George,We Do Not Belong Together,No one is you and
Sunday in the Park with George,We Do Not Belong Together,No one can be
Sunday in the Park with George,We Do Not Belong Together,"But no one is me, George"
Sunday in the Park with George,We Do Not Belong Together,No one is me!
Sunday in the Park with George,We Do Not Belong Together,We do not belong together
Sunday in the Park with George,We Do Not Belong Together,And we'll never belong—!
Sunday in the Park with George,We Do Not Belong Together,You have a mission
Sunday in the Park with George,We Do Not Belong Together,A mission to see
Sunday in the Park with George,We Do Not Belong Together,"Now I have one too, George"
Sunday in the Park with George,We Do Not Belong Together,And we should have belonged together
Sunday in the Park with George,We Do Not Belong Together,I have to move on
Sunday in the Park with George,Beautiful,Changing
Sunday in the Park with George,Beautiful,It keeps changing
Sunday in the Park with George,Beautiful,I see towers
Sunday in the Park with George,Beautiful,Where there were trees
Sunday in the Park with George,Beautiful,Going
Sunday in the Park with George,Beautiful,All the stillness
Sunday in the Park with George,Beautiful,The solitude
Sunday in the Park with George,Beautiful,Georgie
Sunday in the Park with George,Beautiful,Sundays
Sunday in the Park with George,Beautiful,Disappearing
Sunday in the Park with George,Beautiful,All the time
Sunday in the Park with George,Beautiful,When things were beautiful...
Sunday in the Park with George,Beautiful,All things are beautiful
Sunday in the Park with George,Beautiful,Mother
Sunday in the Park with George,Beautiful,"All trees, all towers"
Sunday in the Park with George,Beautiful,Beautiful
Sunday in the Park with George,Beautiful,That tower—
Sunday in the Park with George,Beautiful,"Beautiful, Mother"
Sunday in the Park with George,Beautiful,See?
Sunday in the Park with George,Beautiful,A perfect tree
Sunday in the Park with George,Beautiful,"Pretty isn't beautiful, Mother"
Sunday in the Park with George,Beautiful,Pretty is what changes
Sunday in the Park with George,Beautiful,What the eye arranges
Sunday in the Park with George,Beautiful,Is what is beautiful
Sunday in the Park with George,Beautiful,Fading...
Sunday in the Park with George,Beautiful,I'm changing...
Sunday in the Park with George,Beautiful,You're changing...
Sunday in the Park with George,Beautiful,It keeps fading...
Sunday in the Park with George,Beautiful,I'll draw us now before we fade
Sunday in the Park with George,Beautiful,Mother
Sunday in the Park with George,Beautiful,It keeps melting before our eyes
Sunday in the Park with George,Beautiful,You watch
Sunday in the Park with George,Beautiful,While I revise the world
Sunday in the Park with George,Beautiful,Changing
Sunday in the Park with George,Beautiful,As we sit here—
Sunday in the Park with George,Beautiful,"Quick, draw it all, Georgie!"
Sunday in the Park with George,Beautiful,Sundays—
Sunday in the Park with George,Beautiful,Disappearing
Sunday in the Park with George,Beautiful,As we look
Sunday in the Park with George,Beautiful,Look!...
Sunday in the Park with George,Beautiful,Look!...
Sunday in the Park with George,Beautiful,You make it beautiful
Sunday in the Park with George,Beautiful,"Oh, Georgie, how I long for the old view."
Sunday in the Park with George,Sunday,"Remember, George."
Sunday in the Park with George,Sunday,Order.
Sunday in the Park with George,Sunday,Design.
Sunday in the Park with George,Sunday,Tension.
Sunday in the Park with George,Sunday,Balance.
Sunday in the Park with George,Sunday,Harmony.
Sunday in the Park with George,Sunday,Sunday
Sunday in the Park with George,Sunday,By the blue
Sunday in the Park with George,Sunday,Purple yellow red water
Sunday in the Park with George,Sunday,On the green
Sunday in the Park with George,Sunday,Purple yellow red grass
Sunday in the Park with George,Sunday,Let us pass
Sunday in the Park with George,Sunday,Through our perfect park
Sunday in the Park with George,Sunday,Pausing on a Sunday
Sunday in the Park with George,Sunday,By the cool
Sunday in the Park with George,Sunday,Blue triangular water
Sunday in the Park with George,Sunday,On the soft
Sunday in the Park with George,Sunday,Green elliptical grass
Sunday in the Park with George,Sunday,As we pass
Sunday in the Park with George,Sunday,Through arrangements of shadows
Sunday in the Park with George,Sunday,Towards the verticals of trees
Sunday in the Park with George,Sunday,Forever...
Sunday in the Park with George,Sunday,By the blue
Sunday in the Park with George,Sunday,Purple yellow red water
Sunday in the Park with George,Sunday,On the green
Sunday in the Park with George,Sunday,Orange violet mass
Sunday in the Park with George,Sunday,Of the grass
Sunday in the Park with George,Sunday,In our perfect park
Sunday in the Park with George,Sunday,Made of flecks of light
Sunday in the Park with George,Sunday,And dark
Sunday in the Park with George,Sunday,And parasols...
Sunday in the Park with George,Sunday,Bumbum bum bumbumbum
Sunday in the Park with George,Sunday,Bumbum bum...
Sunday in the Park with George,Sunday,People strolling through the trees
Sunday in the Park with George,Sunday,Of a small suburban park
Sunday in the Park with George,Sunday,On an island in the river
Sunday in the Park with George,Sunday,On an ordinary Sunday...
Sunday in the Park with George,Sunday,Sunday...
Sunday in the Park with George,Sunday,Sunday...
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,It's hot and it's monotonous
Sunday in the Park with George,It's Hot Up Here,I want my glasses
Sunday in the Park with George,It's Hot Up Here,This is not my good profile
Sunday in the Park with George,It's Hot Up Here,Nobody can even see my profile.
Sunday in the Park with George,It's Hot Up Here,I hate this dress
Sunday in the Park with George,It's Hot Up Here,The soldiers have forgotten us
Sunday in the Park with George,It's Hot Up Here,The boatman schvitzes
Sunday in the Park with George,It's Hot Up Here,I am completely out of proportion.
Sunday in the Park with George,It's Hot Up Here,These helmets weigh a lot on us
Sunday in the Park with George,It's Hot Up Here,This tree is blocking my view
Sunday in the Park with George,It's Hot Up Here,I can't see anything
Sunday in the Park with George,It's Hot Up Here,Why are they complaining?
Sunday in the Park with George,It's Hot Up Here,It could have been raining
Sunday in the Park with George,It's Hot Up Here,I hate these people
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,A lot up here
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,Forever
Sunday in the Park with George,It's Hot Up Here,A lot of fun
Sunday in the Park with George,It's Hot Up Here,It's not up here
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,No matter what
Sunday in the Park with George,It's Hot Up Here,There's not a breath
Sunday in the Park with George,It's Hot Up Here,Of air up here
Sunday in the Park with George,It's Hot Up Here,And they're up here
Sunday in the Park with George,It's Hot Up Here,Forever
Sunday in the Park with George,It's Hot Up Here,It's not my fault
Sunday in the Park with George,It's Hot Up Here,I got up here
Sunday in the Park with George,It's Hot Up Here,I'll rot up here
Sunday in the Park with George,It's Hot Up Here,I am so hot up here
Sunday in the Park with George,It's Hot Up Here,"Darling, don't clutch Mother's hand quite so tightly."
Sunday in the Park with George,It's Hot Up Here,Thank you.
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,At least you have a parasol
Sunday in the Park with George,It's Hot Up Here,"Well, look who's talking"
Sunday in the Park with George,It's Hot Up Here,Sitting in the shade
Sunday in the Park with George,It's Hot Up Here,"I trust my cigar is not bothering you.—unfortunately, it never goes out."
Sunday in the Park with George,It's Hot Up Here,It's good to be together again
Sunday in the Park with George,It's Hot Up Here,"See, I told you they were odd"
Sunday in the Park with George,It's Hot Up Here,Don't slouch
Sunday in the Park with George,It's Hot Up Here,He took my glasses!
Sunday in the Park with George,It's Hot Up Here,You've been eating something sticky
Sunday in the Park with George,It's Hot Up Here,"I put on rouge today, too..."
Sunday in the Park with George,It's Hot Up Here,Don't you ever take a bath?
Sunday in the Park with George,It's Hot Up Here,Nurse! Hand me my fan
Sunday in the Park with George,It's Hot Up Here,I can't
Sunday in the Park with George,It's Hot Up Here,At least the brat is with her mother
Sunday in the Park with George,It's Hot Up Here,I heard that!
Sunday in the Park with George,It's Hot Up Here,Do you like tall grass?
Sunday in the Park with George,It's Hot Up Here,Hah!
Sunday in the Park with George,It's Hot Up Here,Jules!
Sunday in the Park with George,It's Hot Up Here,Bunch of animals...
Sunday in the Park with George,It's Hot Up Here,I hate these people
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,And strange up here
Sunday in the Park with George,It's Hot Up Here,No change up here
Sunday in the Park with George,It's Hot Up Here,Forever
Sunday in the Park with George,It's Hot Up Here,How still it is
Sunday in the Park with George,It's Hot Up Here,How odd it is
Sunday in the Park with George,It's Hot Up Here,"And God, it is"
Sunday in the Park with George,It's Hot Up Here,So hot!
Sunday in the Park with George,It's Hot Up Here,I like the one in the light hat.
Sunday in the Park with George,It's Hot Up Here,"Hello, George"
Sunday in the Park with George,It's Hot Up Here,I do not wish to be remembered
Sunday in the Park with George,It's Hot Up Here,"Like this, George"
Sunday in the Park with George,It's Hot Up Here,"With them, George"
Sunday in the Park with George,It's Hot Up Here,"My hem, George"
Sunday in the Park with George,It's Hot Up Here,Three inches off the ground
Sunday in the Park with George,It's Hot Up Here,And then this monkey
Sunday in the Park with George,It's Hot Up Here,"And these people, George—!"
Sunday in the Park with George,It's Hot Up Here,They'll argue till they fade
Sunday in the Park with George,It's Hot Up Here,And whisper things and grunt
Sunday in the Park with George,It's Hot Up Here,But thank you for the shade
Sunday in the Park with George,It's Hot Up Here,And putting me in front
Sunday in the Park with George,It's Hot Up Here,"Yes, thank you, George, for that—"
Sunday in the Park with George,It's Hot Up Here,And for the hat...
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,It's hot and it's monotonous
Sunday in the Park with George,It's Hot Up Here,I want my glasses!
Sunday in the Park with George,It's Hot Up Here,This is not my good profile
Sunday in the Park with George,It's Hot Up Here,I hate this dress
Sunday in the Park with George,It's Hot Up Here,It's hot up here
Sunday in the Park with George,It's Hot Up Here,The soldiers have forgotten us
Sunday in the Park with George,It's Hot Up Here,Don't you ever take a bath?
Sunday in the Park with George,It's Hot Up Here,It's hot and it's monotonous
Sunday in the Park with George,It's Hot Up Here,"He took my glasses, I want my glasses!"
Sunday in the Park with George,It's Hot Up Here,Animals...
Sunday in the Park with George,It's Hot Up Here,It's good to be together again
Sunday in the Park with George,It's Hot Up Here,Are you sure you don't like tall grass?
Sunday in the Park with George,It's Hot Up Here,Nurse! Hand me my fan
Sunday in the Park with George,It's Hot Up Here,This is not my good profile
Sunday in the Park with George,It's Hot Up Here,And furthermore
Sunday in the Park with George,It's Hot Up Here,Finding you're
Sunday in the Park with George,It's Hot Up Here,Fading
Sunday in the Park with George,It's Hot Up Here,Is very degrading
Sunday in the Park with George,It's Hot Up Here,And God I am so hot!
Sunday in the Park with George,It's Hot Up Here,"Well, there are worse things than sweating"
Sunday in the Park with George,It's Hot Up Here,By a river on a Sunday
Sunday in the Park with George,It's Hot Up Here,There are worse things than sweating by a river—
Sunday in the Park with George,It's Hot Up Here,When you're sweating in a picture
Sunday in the Park with George,It's Hot Up Here,That was painted by a genius—
Sunday in the Park with George,It's Hot Up Here,And you know that you're immortal—
Sunday in the Park with George,It's Hot Up Here,And you'll always be remembered—
Sunday in the Park with George,It's Hot Up Here,Even if they never see you—
Sunday in the Park with George,It's Hot Up Here,And you're listening to drivel—
Sunday in the Park with George,It's Hot Up Here,And you're part of your companion—
Sunday in the Park with George,It's Hot Up Here,And your glasses have been stolen—
Sunday in the Park with George,It's Hot Up Here,And you're bored beyond endurance—
Sunday in the Park with George,It's Hot Up Here,And the baby has no diapers—
Sunday in the Park with George,It's Hot Up Here,And you're slouching—!
Sunday in the Park with George,It's Hot Up Here,I am not—!
Sunday in the Park with George,It's Hot Up Here,And you are out of all proportion—
Sunday in the Park with George,It's Hot Up Here,And I hate these people!
Sunday in the Park with George,It's Hot Up Here,You never get
Sunday in the Park with George,It's Hot Up Here,A breeze up here
Sunday in the Park with George,It's Hot Up Here,And she's (he's) up here
Sunday in the Park with George,It's Hot Up Here,Forever
Sunday in the Park with George,It's Hot Up Here,You cannot run
Sunday in the Park with George,It's Hot Up Here,Amuck up here
Sunday in the Park with George,It's Hot Up Here,You're stuck up here
Sunday in the Park with George,It's Hot Up Here,In this gavotte
Sunday in the Park with George,It's Hot Up Here,Perspectives don't
Sunday in the Park with George,It's Hot Up Here,Make sense up here
Sunday in the Park with George,It's Hot Up Here,It's tense up here
Sunday in the Park with George,It's Hot Up Here,Forever
Sunday in the Park with George,It's Hot Up Here,The outward show
Sunday in the Park with George,It's Hot Up Here,Of bliss up here
Sunday in the Park with George,It's Hot Up Here,Is disappear-
Sunday in the Park with George,It's Hot Up Here,Ing dot by dot
Sunday in the Park with George,It's Hot Up Here,And it's hot!
Sunday in the Park with George,Chromolume #7 / Putting It Together,"I mean, I don't understand completely—"
Sunday in the Park with George,Chromolume #7 / Putting It Together,I'm not surprised
Sunday in the Park with George,Chromolume #7 / Putting It Together,But he combines all these different trends
Sunday in the Park with George,Chromolume #7 / Putting It Together,I'm not surprised
Sunday in the Park with George,Chromolume #7 / Putting It Together,You can't divide art today into categories neatly—
Sunday in the Park with George,Chromolume #7 / Putting It Together,Oh.
Sunday in the Park with George,Chromolume #7 / Putting It Together,"What matters is the means, not the ends"
Sunday in the Park with George,Chromolume #7 / Putting It Together,I'm not surprised
Sunday in the Park with George,Chromolume #7 / Putting It Together,"That is the state of the art, my dear"
Sunday in the Park with George,Chromolume #7 / Putting It Together,That is the state of the art
Sunday in the Park with George,Chromolume #7 / Putting It Together,It's not enough knowing good from rotten–
Sunday in the Park with George,Chromolume #7 / Putting It Together,You're telling me
Sunday in the Park with George,Chromolume #7 / Putting It Together,When something new pops up every day
Sunday in the Park with George,Chromolume #7 / Putting It Together,You're telling me
Sunday in the Park with George,Chromolume #7 / Putting It Together,"It's only new, though, for now—"
Sunday in the Park with George,Chromolume #7 / Putting It Together,Nouveau
Sunday in the Park with George,Chromolume #7 / Putting It Together,But yesterday's forgotten
Sunday in the Park with George,Chromolume #7 / Putting It Together,And tomorrow is already passé
Sunday in the Park with George,Chromolume #7 / Putting It Together,There's no surprise
Sunday in the Park with George,Chromolume #7 / Putting It Together,"That is the state of the art, my friend"
Sunday in the Park with George,Chromolume #7 / Putting It Together,That is the state of the art
Sunday in the Park with George,Chromolume #7 / Putting It Together,He's an original
Sunday in the Park with George,Chromolume #7 / Putting It Together,Was.
Sunday in the Park with George,Chromolume #7 / Putting It Together,I like the images
Sunday in the Park with George,Chromolume #7 / Putting It Together,Some.
Sunday in the Park with George,Chromolume #7 / Putting It Together,"Come on, you had your moment"
Sunday in the Park with George,Chromolume #7 / Putting It Together,Now it's George's turn
Sunday in the Park with George,Chromolume #7 / Putting It Together,It's George's turn?
Sunday in the Park with George,Chromolume #7 / Putting It Together,I wasn't talking turns
Sunday in the Park with George,Chromolume #7 / Putting It Together,I'm talking art
Sunday in the Park with George,Chromolume #7 / Putting It Together,Don't you think he's original?
Sunday in the Park with George,Chromolume #7 / Putting It Together,"Well, yes"
Sunday in the Park with George,Chromolume #7 / Putting It Together,You're talking crap
Sunday in the Park with George,Chromolume #7 / Putting It Together,But is it really new?
Sunday in the Park with George,Chromolume #7 / Putting It Together,"Well, no..."
Sunday in the Park with George,Chromolume #7 / Putting It Together,His own collaborator—!
Sunday in the Park with George,Chromolume #7 / Putting It Together,It's more than novelty
Sunday in the Park with George,Chromolume #7 / Putting It Together,"Well, yes..."
Sunday in the Park with George,Chromolume #7 / Putting It Together,"It's just impersonal, but—"
Sunday in the Park with George,Chromolume #7 / Putting It Together,"It's all promotion, but—"
Sunday in the Park with George,Chromolume #7 / Putting It Together,That is the state of the art
Sunday in the Park with George,Chromolume #7 / Putting It Together,Isn't it?
Sunday in the Park with George,Chromolume #7 / Putting It Together,Well...
Sunday in the Park with George,Chromolume #7 / Putting It Together,Art isn't easy
Sunday in the Park with George,Chromolume #7 / Putting It Together,Even when you've amassed it
Sunday in the Park with George,Chromolume #7 / Putting It Together,Fighting for prizes—
Sunday in the Park with George,Chromolume #7 / Putting It Together,No one can be an oracle
Sunday in the Park with George,Chromolume #7 / Putting It Together,Art isn't easy
