Musical,Song,Text
Company,Sorry-Grateful,Nothing’s changed
Company,Sorry-Grateful,"Only, maybe, slightly rearranged"
Company,Sorry-Grateful,You’re sorry-grateful
Company,Sorry-Grateful,Regretful-happy
Company,Sorry-Grateful,Why look for answers where none occur?
Company,Sorry-Grateful,You always are what you always were
Company,Sorry-Grateful,Which has nothing to do with
Company,Sorry-Grateful,All to do with her
Company,Sorry-Grateful,You’re always sorry
Company,Sorry-Grateful,You’re always grateful
Company,Sorry-Grateful,"You hold her thinking, “I’m not alone.”"
Company,Sorry-Grateful,You’re still alone
Company,Sorry-Grateful,You don’t live for her
Company,Sorry-Grateful,You do live with her
Company,Sorry-Grateful,You’re scared she’s starting to drift away
Company,Sorry-Grateful,And scared she’ll stay
Company,Sorry-Grateful,Good things get better
Company,Sorry-Grateful,Bad get worse
Company,Sorry-Grateful,Wait—I think I meant that in reverse
Company,Sorry-Grateful,You’re sorry-grateful
Company,Sorry-Grateful,Regretful-happy
Company,Sorry-Grateful,Why look for answers where none occur?
Company,Sorry-Grateful,You'll always be what you always were
Company,Sorry-Grateful,"Which has nothing to do with, all to do with her"
Company,Sorry-Grateful,You'll always be what you always were
Company,Sorry-Grateful,"Which has nothing to do with, all to do with her"
Company,Sorry-Grateful,Nothing to do with
Company,Sorry-Grateful,All to do with her
Company,You Could Drive a Person Crazy,You just wait
Company,You Could Drive a Person Crazy,You're gonna see major changes in my life
Company,You Could Drive a Person Crazy,I meet women all of the time
Company,You Could Drive a Person Crazy,All over the place
Company,You Could Drive a Person Crazy,All you gotta do it live in New York
Company,You Could Drive a Person Crazy,And you meet a girl a minute
Company,You Could Drive a Person Crazy,And I’ve met some real special ladies recently
Company,You Could Drive a Person Crazy,"Like, right now I'm dating this flight attendant"
Company,You Could Drive a Person Crazy,"Cute, original... odd"
Company,You Could Drive a Person Crazy,"Oh, and Kathy"
Company,You Could Drive a Person Crazy,"You guys never met Kathy, did you?"
Company,You Could Drive a Person Crazy,"Well, she's the best"
Company,You Could Drive a Person Crazy,I’m talkin' the best
Company,You Could Drive a Person Crazy,"Oh, and then there's Marta"
Company,You Could Drive a Person Crazy,"God, now, she is... fun"
Company,You Could Drive a Person Crazy,I'm certainly not resisting marriage
Company,You Could Drive a Person Crazy,I mean it when I say my life is totally prepared
Company,You Could Drive a Person Crazy,For a gigantic change right now
Company,You Could Drive a Person Crazy,I am ready to be married
Company,You Could Drive a Person Crazy,Right
Company,You Could Drive a Person Crazy,Then why aren't you?
Company,You Could Drive a Person Crazy,Right...
Company,You Could Drive a Person Crazy,"Right, right, right"
Company,You Could Drive a Person Crazy,You could drive a person crazy
Company,You Could Drive a Person Crazy,You could drive a person mad
Company,You Could Drive a Person Crazy,First you make a person hazy
Company,You Could Drive a Person Crazy,So a person could be had
Company,You Could Drive a Person Crazy,Then you leave a person dangling sadly
Company,You Could Drive a Person Crazy,Outside your door
Company,You Could Drive a Person Crazy,Which it only makes a person gladly
Company,You Could Drive a Person Crazy,Want you even more
Company,You Could Drive a Person Crazy,I could understand a person
Company,You Could Drive a Person Crazy,If he said to go away
Company,You Could Drive a Person Crazy,I could understand a person
Company,You Could Drive a Person Crazy,If he happened to be gay
Company,You Could Drive a Person Crazy,But worse than that
Company,You Could Drive a Person Crazy,A person that titillates a person
Company,You Could Drive a Person Crazy,And then leaves her flat
Company,You Could Drive a Person Crazy,Is crazy
Company,You Could Drive a Person Crazy,He's a troubled person
Company,You Could Drive a Person Crazy,He's a truly crazy person himself
Company,You Could Drive a Person Crazy,When a person's personality is personable
Company,You Could Drive a Person Crazy,He shouldn’t oughta sit like a lump
Company,You Could Drive a Person Crazy,It’s harder than a matador coercin' a bull
Company,You Could Drive a Person Crazy,To try to get you offa your rump
Company,You Could Drive a Person Crazy,So single and attentive and attractive a man
Company,You Could Drive a Person Crazy,Is all that a person could wish
Company,You Could Drive a Person Crazy,But turning off a person is the act of a man
Company,You Could Drive a Person Crazy,Who likes to pull the hooks outta fish
Company,You Could Drive a Person Crazy,Knock knock
Company,You Could Drive a Person Crazy,Is anybody there?
Company,You Could Drive a Person Crazy,Knock knock
Company,You Could Drive a Person Crazy,It really isn’t fair
Company,You Could Drive a Person Crazy,Knock knock
Company,You Could Drive a Person Crazy,I'm workin' on my charms
Company,You Could Drive a Person Crazy,Knock knock
Company,You Could Drive a Person Crazy,A zombie's in my arms
Company,You Could Drive a Person Crazy,All that sweet affection
Company,You Could Drive a Person Crazy,What is wrong?
Company,You Could Drive a Person Crazy,Where’s the loose connection?
Company,You Could Drive a Person Crazy,"How long? Oh lord, how long?"
Company,You Could Drive a Person Crazy,"Bobby baby, Bobby bubi, Bobby"
Company,You Could Drive a Person Crazy,You could drive a person buggy
Company,You Could Drive a Person Crazy,You could blow a person's cool
Company,You Could Drive a Person Crazy,First you make a person feel all huggy
